"karyotype","fitness","is_fq","is_nn","boundary_degree"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.415687959644439,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.468132386812548,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.383681973719446,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.422044982353757,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2",0.460104522621773,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.1.2.2.2.2",0.483337942166197,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.1",0.471484706346158,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.3.1",0.46907082112902,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.3.2",0.377425142161773,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.1.2.2.3.2",0.531144601979957,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.1.2.2.3.2",0.532979243026456,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1",0.416518344102496,TRUE,FALSE,0
"2.3.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1",0.44967724343557,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.1.2.2.2.2.2.3.2.2.2",0.417102088837109,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2.1",0.388744869319756,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.3.2.2.2.2.1",0.396737850089859,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.1.2.2.2.2.3.1",0.39157952258217,TRUE,FALSE,0
"2.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2",0.424428664911976,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.3.2.2.1",0.416804536830385,TRUE,FALSE,0
"2.2.2.1.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.437349479281435,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.3.1",0.402653242307135,TRUE,FALSE,0
"2.3.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1",0.487631504865608,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.3.1",0.444672962918058,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",0.408105625667,TRUE,FALSE,0
"2.2.1.2.3.2.2.2.2.2.2.2.2.1.2.1.2.2.2.2.3.1",0.369384891676157,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.3.2.2.2.1",0.376525912623129,TRUE,FALSE,0
"2.3.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.1.2.1",0.535355279389075,TRUE,FALSE,0
"2.2.2.2.2.2.1.3.2.2.2.2.2.2.2.2.1.1.2.2.3.2",0.530156431164748,TRUE,FALSE,0
"2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2.1.2.2.2.2",0.498048328170493,TRUE,FALSE,0
"2.2.1.2.2.2.2.3.2.2.2.2.2.2.2.2.2.3.2.2.3.1",0.498498448278459,TRUE,FALSE,0
"2.4.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1",0.513181865872307,TRUE,FALSE,0
"2.2.2.2.2.3.2.3.2.2.3.2.2.2.2.2.2.2.3.2.2.2",0.375829459378443,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1",0.456226057916133,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.3.1",0.464410196438794,TRUE,FALSE,0
"2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2.3.1",0.441847348501427,TRUE,FALSE,0
"2.3.1.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.1",0.392783908095865,TRUE,FALSE,0
"2.3.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.1.2.2.1",0.490389336203888,TRUE,FALSE,0
