"karyotype","count","fitness"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.51158288527206
"2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.470992417313541
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.517210348829635
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.54226156232599
"2.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.506781327116221
"2.2.2.2.2.2.1.1.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.502612515312584
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",200,0.502616776485307
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.50724731640878
"2.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.1.2",200,0.467829063409732
"2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2",200,0.524180714201357
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",200,0.461286951472583
"1.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.397923057080551
"2.2.2.2.2.3.2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2",200,0.477028680548408
"2.2.2.2.2.3.2.2.2.2.3.2.2.2.2.2.2.2.3.2.2.2",200,0.506760411445376
"2.2.2.2.2.2.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",200,0.467477960652405
"2.2.2.2.2.2.3.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2",200,0.501914868614221
"2.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.553362663333359
"2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.526792645226376
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.3.2.2.2.2.2",200,0.521370184705713
"2.2.1.2.2.1.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.548460174859805
"2.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.563791936555293
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2",200,0.541144378747647
"2.2.2.3.2.2.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2",200,0.609019118694304
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",200,0.509381356640925
"1.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.1.2",200,0.398562477006519
"2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3.3.2.2.2",200,0.484862073243132
"2.2.2.2.2.2.3.2.2.2.2.1.3.2.2.2.2.1.2.2.2.2",200,0.52402493087999
"1.2.2.2.2.3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2",200,0.360209895103037
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2",200,0.511082950802822
"2.2.2.2.2.2.3.2.2.2.2.1.2.2.2.2.2.2.2.1.2.2",200,0.474161301434232
"2.2.2.2.2.1.1.2.2.1.2.2.2.2.2.2.3.2.2.2.2.2",200,0.475035154130276
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.3.2.2.2.2",200,0.492342884773304
"2.3.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.55214215912009
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.3.2",200,0.541712590047598
"2.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2",200,0.487527486584676
"2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.3.2.2.1.2.2",200,0.522746319087376
"2.2.2.3.2.2.2.2.2.2.1.2.2.1.2.2.2.2.2.1.3.2",200,0.545930589128351
"2.2.2.2.2.3.2.3.2.3.2.2.2.2.2.2.2.2.2.3.2.2",200,0.539999288768898
"2.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2",200,0.50850905081632
"1.2.2.2.2.3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.3",200,0.339335266538565
"2.2.2.3.3.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.3.2",200,0.528793632551989
"1.2.2.2.2.3.2.3.2.2.2.1.2.2.2.2.2.2.2.2.1.2",200,0.387095425812435
"2.3.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.3",200,0.534693584045141
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2",200,0.501717868015796
"2.2.2.2.2.3.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2",200,0.491317195373341
"2.2.2.2.2.3.2.3.2.2.3.3.2.2.2.2.2.2.2.2.2.2",200,0.490719261172597
"2.2.3.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2",200,0.51196045393327
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.3.2.3.2.2.2.2",200,0.393399019562121
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.1.2.2.2.2.2.3.2",200,0.523698984195718
"1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",200,0.440660608471209
