"karyotype","fitness","is_fq","is_nn","boundary_degree"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.474126801927823,TRUE,FALSE,0
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.407928349144547,TRUE,FALSE,0
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.386997266283711,TRUE,FALSE,0
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.368734957927384,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.454350507755982,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",0.472057309116249,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.500719651425752,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.394362181143859,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.42146330690332,TRUE,FALSE,0
"2.2.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.442741343088014,TRUE,FALSE,0
"2.2.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.1.2.2.2.2",0.453969602575725,TRUE,FALSE,0
"2.2.2.2.1.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",0.477629444438116,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.1.2.2.2",0.391570168373066,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.3.2.2.2.2.2.2.1.2.2.2",0.471016454881286,TRUE,FALSE,0
"2.2.2.2.1.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.479666745890083,TRUE,FALSE,0
"2.2.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.425501669840209,TRUE,FALSE,0
"2.1.3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",0.345883659258345,TRUE,FALSE,0
"2.3.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.490627993411196,TRUE,FALSE,0
"3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.528039177856203,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2",0.406031154348689,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.1.2.2.2.2.2.2.2",0.411666107376572,TRUE,FALSE,0
"2.2.3.2.2.2.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2",0.341004184158574,TRUE,FALSE,0
"1.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.353865884775175,TRUE,FALSE,0
"2.1.3.2.2.2.2.2.2.3.2.2.2.2.3.2.2.2.2.2.2.2",0.345440196077694,TRUE,FALSE,0
"3.3.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.492151241451049,TRUE,FALSE,0
"2.2.2.2.1.2.3.2.2.2.2.2.2.2.1.1.2.2.2.2.2.2",0.465106214257694,TRUE,FALSE,0
"2.2.2.2.1.2.3.2.3.2.2.2.2.2.1.1.2.2.2.2.2.2",0.492324559976267,TRUE,FALSE,0
"3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2",0.526311669839828,TRUE,FALSE,0
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.1",0.394862052099905,TRUE,FALSE,0
"3.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2",0.575062560892256,TRUE,FALSE,0
"2.2.2.2.1.2.3.2.4.2.2.2.2.2.1.1.2.2.2.2.2.2",0.493977999853812,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.3.2.2.2.2.2.2.2",0.388397397766394,TRUE,FALSE,0
"3.3.2.2.2.3.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.2",0.476895487893764,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.1.2.2.2.2.3.2.2.2.2",0.39197240092755,TRUE,FALSE,0
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2",0.405730331433645,TRUE,FALSE,0
"2.1.3.2.2.2.1.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.370004110684417,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.1.2.2.3.2.2.2.2",0.397959062017452,TRUE,FALSE,0
"3.3.2.2.2.2.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2",0.610736058704613,TRUE,FALSE,0
"1.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.419892736765353,TRUE,FALSE,0
"2.2.2.2.1.2.3.2.3.2.2.2.1.2.1.1.2.2.2.2.2.2",0.490767519958169,TRUE,FALSE,0
"2.1.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.355261904666745,TRUE,FALSE,0
"3.3.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.2.2.2.2.2",0.561893132216836,TRUE,FALSE,0
"2.3.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.2.2.2.2.2",0.535620385859368,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.3.3.3.2.2.2.2.2.2.1.2.2.2",0.445521909766023,TRUE,FALSE,0
"3.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.3.2",0.582398727474577,TRUE,FALSE,0
"2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.3.2",0.566274648225133,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.1.2.3.2.2.2.2.2",0.436358337078044,TRUE,FALSE,0
"1.1.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.317373664619823,TRUE,FALSE,0
"3.2.2.2.2.2.2.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2",0.573708365778732,TRUE,FALSE,0
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.3.2.3.2.2.2.2.2",0.372318245197362,TRUE,FALSE,0
"3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.501832749068759,FALSE,TRUE,38
"2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.520845094253882,FALSE,TRUE,41
"2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.457738947083412,FALSE,TRUE,36
"2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.427833802508702,FALSE,TRUE,40
"2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.445095383416752,FALSE,TRUE,40
"2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.53839299317215,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2",0.488217021003898,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",0.447071829407875,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.412519719788507,FALSE,TRUE,37
"2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",0.54700713565985,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",0.451514344436356,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2",0.46947522159317,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.427964095785341,FALSE,TRUE,38
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2",0.478366885629855,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",0.450090145977693,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",0.453369739347664,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2",0.487851538466108,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2",0.44705783547063,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.507927640135314,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3",0.439017309000393,FALSE,TRUE,40
"1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.437578864560498,FALSE,TRUE,38
"2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.470765485654545,FALSE,TRUE,39
"2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.509354640563789,FALSE,TRUE,38
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.46893743430481,FALSE,TRUE,38
"2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.373868873552369,FALSE,TRUE,39
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.482636925646908,FALSE,TRUE,40
"2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.429011890780501,FALSE,TRUE,40
"2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2",0.432245256004292,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2",0.484677411493137,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",0.514670745838584,FALSE,TRUE,38
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",0.38378473648368,FALSE,TRUE,37
"2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",0.471112312885254,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2",0.467020942621401,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",0.497318766376104,FALSE,TRUE,36
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2",0.458064488627507,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2",0.471146816268741,FALSE,TRUE,38
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2",0.48040946340815,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2",0.427593562894166,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2",0.474680425793886,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2",0.416961298250697,FALSE,TRUE,39
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1",0.486674537566164,FALSE,TRUE,39
"3.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.441106959089702,FALSE,TRUE,38
"2.1.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.365261337023927,FALSE,TRUE,39
"2.1.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.365193485220582,FALSE,TRUE,38
"2.1.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.469330538898499,FALSE,TRUE,39
"2.1.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.395615373397839,FALSE,TRUE,35
"2.1.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.434214063313682,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2",0.418918493797157,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",0.370800070667765,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.339853790987926,FALSE,TRUE,37
"2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",0.481046322410487,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",0.397825252197948,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2",0.39733048751538,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.375375879561456,FALSE,TRUE,36
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2",0.418126994501293,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",0.388306641708641,FALSE,TRUE,40
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",0.388308414009469,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2",0.419553318506738,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2",0.374477315100849,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.449588927695689,FALSE,TRUE,39
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3",0.374662212693698,FALSE,TRUE,39
"1.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.370006161602388,FALSE,TRUE,36
"2.1.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.411688549054817,FALSE,TRUE,39
"2.1.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.439098289335336,FALSE,TRUE,36
"2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.420193754905534,FALSE,TRUE,38
"2.1.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.314377554923347,FALSE,TRUE,38
"2.1.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.41366399212637,FALSE,TRUE,37
"2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.365405125616169,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2",0.370998941213939,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2",0.430460326356579,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",0.454920212273324,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",0.319862698162317,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",0.397336567462066,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2",0.404841399953936,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",0.422133656819874,FALSE,TRUE,37
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2",0.388078968845293,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2",0.414606807898072,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2",0.370476756554778,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2",0.415102013665139,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2",0.348939635712613,FALSE,TRUE,38
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1",0.422815770121959,FALSE,TRUE,37
"3.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.413845140223953,FALSE,TRUE,39
"2.1.4.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.350569325361902,FALSE,TRUE,39
"2.1.3.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.34710612901374,FALSE,TRUE,38
"2.1.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.337057070658858,FALSE,TRUE,38
"2.1.3.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.450265203136863,FALSE,TRUE,38
"2.1.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.371871134538122,FALSE,TRUE,37
"2.1.3.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.413279764544257,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2",0.399925521312696,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",0.317751775171794,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",0.456064777679948,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",0.379065665787055,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2",0.370317461940402,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2",0.396060473137758,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",0.362332185028794,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",0.367047622145388,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2",0.388612131514247,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2",0.340127737448696,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.437298772320331,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3",0.360404598418484,FALSE,TRUE,38
"2.1.3.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.41746195704857,FALSE,TRUE,37
"2.1.3.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.407795384785238,FALSE,TRUE,37
"2.1.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.293993359970464,FALSE,TRUE,37
"2.1.3.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.395116221369382,FALSE,TRUE,37
"2.1.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.345670944712643,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2",0.351500794040538,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2",0.415385124417051,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",0.437191649897942,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",0.304036992121377,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",0.374199463397079,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2",0.393235250139745,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",0.387289214336944,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2",0.369720755012897,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2",0.388714467069534,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2",0.396442556877796,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2",0.36129386400127,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2",0.410943430077295,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2",0.320805017592529,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1",0.394694523983294,FALSE,TRUE,37
"3.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.402600755559276,FALSE,TRUE,37
"2.1.4.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.346979311382873,FALSE,TRUE,37
"2.1.3.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.32576640165876,FALSE,TRUE,37
"2.1.3.2.3.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.323454520440248,FALSE,TRUE,36
"2.1.3.2.2.3.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.421118818799281,FALSE,TRUE,37
"2.1.3.2.2.2.3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.363196229117383,FALSE,TRUE,38
"2.1.3.2.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.404128713342743,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.3.2.2.2.2.2.3.2.2.2.2.2.2.2",0.373952613505361,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.3.2.2.2.3.2.2.2.2.2.2.2",0.300366967355254,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.3.2.2.3.2.2.2.2.2.2.2",0.436784675123479,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.3.2.3.2.2.2.2.2.2.2",0.366636571786441,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.3.3.2.2.2.2.2.2.2",0.3612352029829,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.4.2.2.2.2.2.2.2",0.330715777212165,FALSE,TRUE,38
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.3.2.2.2.2.2.2",0.375419421482195,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.3.2.2.2.2.2",0.351886182111504,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.3.2.2.2.2",0.349215546136333,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.3.2.2.2",0.390526158902911,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.3.2.2",0.334542979699231,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.3.2",0.399541438631652,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.3",0.322277463235626,FALSE,TRUE,38
"1.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.331561775536984,FALSE,TRUE,35
"2.1.3.1.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.401728209341685,FALSE,TRUE,36
"2.1.3.2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.385685834794821,FALSE,TRUE,36
"2.1.3.2.2.1.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.284452257288754,FALSE,TRUE,36
"2.1.3.2.2.2.2.1.2.2.2.2.2.2.3.2.2.2.2.2.2.2",0.319963895946231,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2.2.2",0.340523996634698,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.1.2.2.2.2.3.2.2.2.2.2.2.2",0.380013290251426,FALSE,TRUE,37
"2.1.3.2.2.2.2.2.2.2.1.2.2.2.3.2.2.2.2.2.2.2",0.417756399406011,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2",0.288461047322027,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2",0.352079397600368,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.2.1.3.2.2.2.2.2.2.2",0.36522008997959,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.1.2.2.2.2.2.2",0.353112544233547,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.1.2.2.2.2.2",0.362409456362097,FALSE,TRUE,35
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2",0.378160605782557,FALSE,TRUE,36
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.1.2.2.2",0.324232823677595,FALSE,TRUE,36
