"karyotype","count","fitness"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.474126801927823
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.407928349144547
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.386997266283711
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",200,0.368734957927384
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.454350507755982
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",200,0.472057309116249
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.500719651425752
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.394362181143859
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.42146330690332
"2.2.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.442741343088014
"2.2.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.1.2.2.2.2",200,0.453969602575725
"2.2.2.2.1.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2",200,0.477629444438116
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.1.2.2.2",200,0.391570168373066
"2.2.2.1.2.2.3.2.2.2.3.3.2.2.2.2.2.2.1.2.2.2",200,0.471016454881286
"2.2.2.2.1.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.479666745890083
"2.2.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",200,0.425501669840209
"2.1.3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",200,0.345883659258345
"2.3.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.490627993411196
"3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.528039177856203
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2",200,0.406031154348689
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.1.2.2.2.2.2.2.2",200,0.411666107376572
"2.2.3.2.2.2.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2",200,0.341004184158574
"1.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.353865884775175
"2.1.3.2.2.2.2.2.2.3.2.2.2.2.3.2.2.2.2.2.2.2",200,0.345440196077694
"3.3.2.2.2.3.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.492151241451049
"2.2.2.2.1.2.3.2.2.2.2.2.2.2.1.1.2.2.2.2.2.2",200,0.465106214257694
"2.2.2.2.1.2.3.2.3.2.2.2.2.2.1.1.2.2.2.2.2.2",200,0.492324559976267
"3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2",200,0.526311669839828
"2.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.1",200,0.394862052099905
"3.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2",200,0.575062560892256
"2.2.2.2.1.2.3.2.4.2.2.2.2.2.1.1.2.2.2.2.2.2",200,0.493977999853812
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.3.2.2.2.2.2.2.2",200,0.388397397766394
"3.3.2.2.2.3.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2.2",200,0.476895487893764
"2.2.2.1.2.2.3.2.2.2.3.2.1.2.2.2.2.3.2.2.2.2",200,0.39197240092755
"2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2",200,0.405730331433645
"2.1.3.2.2.2.1.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2",200,0.370004110684417
"2.2.2.2.2.2.3.2.2.2.3.2.2.2.1.2.2.3.2.2.2.2",200,0.397959062017452
"3.3.2.2.2.2.2.3.2.2.2.3.2.2.2.2.1.2.2.2.2.2",200,0.610736058704613
"1.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.419892736765353
"2.2.2.2.1.2.3.2.3.2.2.2.1.2.1.1.2.2.2.2.2.2",200,0.490767519958169
"2.1.2.1.2.2.3.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2",200,0.355261904666745
"3.3.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.2.2.2.2.2",200,0.561893132216836
"2.3.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.2.2.2.2.2",200,0.535620385859368
"2.2.2.1.2.2.3.2.2.3.3.3.2.2.2.2.2.2.1.2.2.2",200,0.445521909766023
"3.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.3.2",200,0.582398727474577
"2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.3.2",200,0.566274648225133
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.1.2.3.2.2.2.2.2",200,0.436358337078044
"1.1.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.317373664619823
"3.2.2.2.2.2.2.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2",200,0.573708365778732
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.3.2.3.2.2.2.2.2",200,0.372318245197362
