"karyotype","count","fitness","weighted_ploidy"
"0.5.2.4.0.0.3.5.1.3.4.3.1.2.1.5.3.3.1.0.2.1",200,0.427945548314718,2.30538673989613
"0.5.2.4.1.0.3.6.1.3.5.2.1.1.1.5.3.3.2.1.2.0",200,0.164650199036484,2.40753896581763
"1.3.2.4.0.0.3.5.1.4.5.2.2.1.0.5.2.3.2.1.2.0",200,0.100161051628652,2.2339062191286
"1.3.2.4.0.0.3.5.1.3.5.3.1.0.1.5.3.3.2.1.2.1",200,0.246955511112903,2.2388234126994
"1.2.3.4.0.0.4.5.1.3.8.3.0.2.0.3.2.3.2.0.1.1",200,0.1218884218643,2.28868478004235
"1.2.3.5.1.1.3.6.1.3.8.5.0.3.0.2.3.3.2.1.1.1",200,0.0628947509086969,2.62235731818162
"0.2.2.5.1.1.2.6.0.3.8.4.0.2.0.2.2.3.2.1.0.2",200,0.307462718427265,2.25211033018716
"0.2.2.5.0.2.2.5.2.3.7.4.0.2.0.2.1.2.2.0.0.3",200,0.356954035356285,2.18552792056574
"0.2.3.5.0.3.1.5.2.2.6.4.0.1.0.2.0.2.1.1.0.3",200,0.240657375714498,2.1007964569001
"0.4.3.5.0.4.1.5.0.2.8.4.0.2.0.3.0.3.2.1.1.2",200,0.0644405655407534,2.44195847663972
"0.5.4.5.0.4.1.6.0.2.7.2.1.2.0.3.0.3.1.0.1.1",200,0.268965666081235,2.48525395319773
"0.5.3.5.0.4.0.6.0.1.7.2.0.0.0.3.0.3.0.1.2.2",200,0.352546394452832,2.23602427087689
"0.5.3.5.0.4.0.6.1.0.7.2.1.0.1.2.0.2.0.2.3.2",200,0.375842115537313,2.29216174794081
"0.5.2.5.2.5.0.4.1.0.6.1.1.1.1.2.0.2.0.1.2.1",200,0.339288704670486,2.19547269825758
"0.5.2.4.2.6.2.4.1.1.7.2.0.1.1.2.1.1.1.2.2.2",200,0.308368194234916,2.46115701047618
"0.5.3.3.2.7.2.4.1.0.8.0.0.1.1.1.1.1.0.2.2.2",200,0.440683393453053,2.37930300302638
"0.5.3.5.2.7.2.5.0.1.7.1.0.1.4.1.0.0.0.3.3.1",200,0.538508715074829,2.63037683915355
"0.4.3.5.2.7.3.4.0.2.7.2.0.0.4.2.0.0.0.3.3.1",200,0.400391091286535,2.63816158842367
"1.4.3.5.2.7.3.3.1.2.8.1.0.0.4.1.1.0.1.3.2.1",200,0.368798353032975,2.72471825390568
"1.4.2.5.2.6.3.3.1.2.8.2.0.0.5.1.2.0.0.3.1.2",200,0.325452591753478,2.68816636716897
"0.5.2.5.1.5.3.2.2.0.8.2.0.0.5.3.3.0.0.2.2.2",200,0.510170135116175,2.55347219604011
"0.5.2.5.1.6.2.2.2.1.7.3.1.1.5.1.2.0.0.2.2.2",200,0.390769303872112,2.58857479658753
"0.5.2.5.1.5.2.2.1.0.8.2.1.0.3.1.0.0.2.2.2.3",200,0.390842526600568,2.3274709059441
"0.5.2.4.1.5.0.3.1.0.8.2.1.0.2.1.0.0.1.2.2.3",200,0.497701031608732,2.14507911728333
"0.3.3.4.1.5.0.3.1.1.8.3.3.0.2.1.1.0.1.1.1.2",200,0.280022435652414,2.19064247090162
"0.2.3.4.4.5.1.3.0.1.8.3.3.1.1.2.1.0.1.1.1.1",200,0.0775365750912134,2.31862324141058
"0.3.4.5.3.5.2.3.2.1.7.3.4.1.3.2.1.0.1.2.3.1",200,0.197978743672142,2.74520562705984
"1.2.4.4.3.5.2.3.2.1.5.3.5.1.3.2.1.1.2.2.3.1",200,0.198234176569396,2.67554664584974
"1.2.4.4.4.5.2.3.3.0.5.2.3.0.2.2.1.0.2.2.2.2",200,0.470316251382007,2.51514042885435
"1.2.2.4.5.5.3.3.2.0.5.3.2.0.2.0.1.1.2.3.3.4",200,0.487643547530445,2.49333072179153
"1.1.2.4.4.3.3.3.0.0.4.5.2.1.1.1.1.1.2.5.3.5",200,0.272777429591194,2.27226248821443
"1.2.1.3.5.3.3.3.1.1.4.5.2.0.1.0.3.0.2.5.3.5",200,0.205972796125423,2.34049665974403
"1.3.1.2.5.3.2.4.1.1.4.5.2.0.0.1.3.1.3.6.1.5",200,0.177695155374481,2.38784755467688
"1.2.0.3.5.5.1.4.1.0.4.5.2.0.1.0.3.0.2.7.0.5",200,0.411472078034828,2.27953114488821
"1.1.0.3.5.4.1.5.1.0.3.5.3.1.1.0.3.0.2.7.0.5",200,0.534222796073738,2.21638702249007
"1.1.0.4.3.5.1.7.0.0.3.5.3.0.0.0.5.1.2.7.1.5",200,0.0895031804794689,2.29791387115655
"1.2.1.4.2.4.1.7.1.0.3.5.3.0.1.0.4.1.1.7.3.5",200,0.159964553901136,2.39533144219323
"0.2.1.5.2.3.1.7.0.0.3.5.3.1.2.0.5.2.0.6.4.5",200,0.132719940086995,2.3704171145131
"0.2.1.5.2.3.0.8.0.1.3.5.3.0.2.0.4.2.1.5.3.5",200,0.172515276081792,2.32754840399003
"0.2.1.5.2.2.0.6.0.1.3.4.3.1.2.0.4.3.1.5.3.5",200,0.0770020240542148,2.18600358953132
"0.2.0.5.2.2.0.6.0.2.3.4.4.1.2.0.4.3.1.4.3.5",200,0.0501648255497838,2.18093299186782
"0.1.1.5.1.2.1.6.0.2.4.4.4.1.2.0.4.3.2.4.2.5",200,0.125858487917982,2.20907349836179
