"karyotype","count","fitness"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.721596262202978
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.744751135963644
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.785980484384412
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2",200,0.795065016045742
"2.2.1.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.802948651171626
"2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.777011917267177
"2.2.2.2.2.2.1.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.783433805218486
"2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.694456293664589
"2.2.2.4.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.641571543250846
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.3.2.2.1.2.2.2",200,0.783266518585179
"2.2.1.4.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.652535346683968
"2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",200,0.676860049153002
"2.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.64914322835395
"2.2.1.4.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",200,0.551070853806273
"2.2.2.2.2.3.1.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.735933297072515
"2.2.2.2.2.2.1.2.2.2.2.1.1.2.2.2.2.2.1.2.2.2",200,0.811211240337243
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",200,0.735852984760747
"1.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2",200,0.741561498594174
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.2",200,0.725574154170478
"2.2.2.4.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2",200,0.560755977826544
"1.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1.2",200,0.685198404052427
"2.2.1.4.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",200,0.629650206126381
"2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",200,0.734755473943587
"1.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.1.2.2.2.1.2",200,0.637569679928418
"2.2.2.3.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2",200,0.701659804642279
"2.2.2.3.2.2.2.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2",200,0.696195550592
"2.2.1.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.3.2.2",200,0.774286339345417
"2.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",200,0.645929330230458
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2",200,0.763592116791265
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.3.2.2.1.3.2.2",200,0.772877793511925
"2.2.1.4.3.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",200,0.657342798304125
"2.2.1.4.2.2.2.2.2.2.2.2.2.2.3.2.2.3.2.2.2.2",200,0.676263592025899
"2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.647993822585778
"2.2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.2",200,0.700388660736535
"2.2.1.4.2.2.2.2.2.2.2.2.2.2.3.2.2.3.2.2.3.2",200,0.712265837830246
"2.2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.711058103223286
"2.2.2.2.1.2.1.2.2.2.2.2.1.2.2.3.2.2.1.3.2.2",200,0.741597493047672
"2.2.1.2.2.2.1.2.2.2.2.2.1.2.2.3.2.2.1.2.2.2",200,0.817673033058584
"2.2.1.2.2.2.1.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2",200,0.779617237128049
"2.2.1.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.683450784348467
"2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.1.1.2.2.2.2",200,0.719778629743205
"2.3.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2",200,0.703733093547058
"2.2.2.2.2.3.1.3.2.2.2.2.1.2.2.2.2.2.2.3.2.2",200,0.708747093889437
"1.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2",200,0.734231211124188
"2.2.1.4.2.2.2.2.2.2.2.2.3.2.3.2.2.3.2.2.3.2",200,0.613621520067145
"2.2.2.3.2.2.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2",200,0.657571406795267
"2.2.1.4.2.2.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2",200,0.61496417908079
"2.2.2.2.2.3.1.3.2.2.2.2.2.2.2.2.2.2.2.3.2.2",200,0.69588647803715
"2.2.2.2.2.2.1.2.3.2.2.1.1.2.2.2.2.2.1.2.2.2",200,0.82247674143172
"2.2.1.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1",200,0.711605039284894
