"karyotype","fitness","is_fq","is_nn","boundary_degree"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",0.493996995472625,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2",0.406181338957517,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2",0.419105686118004,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",0.525674795193971,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2",0.3104945679861,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.1.2",0.466736032737703,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",0.31713984720576,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.3.2.2.2.2",0.426837264528476,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2.1.2",0.540796021273602,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.1",0.166643209974075,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.2.4.2.2.2.2.1.2",0.512183334208214,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.503845991108015,TRUE,FALSE,0
"2.2.2.2.2.2.2.3.3.2.2.2.2.2.2.4.2.2.2.2.1.2",0.603908464256812,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.1.4.2.2.2.2.1.2",0.291520500367876,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.1.2.2.1.2",0.282201391701129,TRUE,FALSE,0
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2.2.2.2.2",0.428875352167376,TRUE,FALSE,0
"2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.425463643103026,TRUE,FALSE,0
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.1.2.2.2.2",0.359658564170223,TRUE,FALSE,0
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2",0.499991078292762,TRUE,FALSE,0
"3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2.1.2",0.504110320768356,TRUE,FALSE,0
"2.2.2.1.2.2.2.2.3.2.2.2.2.2.2.4.2.2.2.2.1.2",0.494409258802003,TRUE,FALSE,0
"2.2.2.1.2.2.2.3.3.2.2.2.2.2.2.4.2.2.2.2.1.2",0.639961136188252,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.3.2.4.2.2.2.2.1.2",0.439431939878499,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.1.2.2.2",0.487341803721107,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.1.4.2.1.2.2.1.2",0.0407044327492984,TRUE,FALSE,0
"2.2.2.2.2.2.3.2.3.2.2.2.2.2.1.4.2.2.2.2.1.2",0.361445516333464,TRUE,FALSE,0
"2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.1.2.1.2.2",0.280710926774127,TRUE,FALSE,0
"2.3.2.2.2.2.2.2.2.2.2.2.3.2.2.2.2.3.2.2.2.2",0.484797687990603,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2",0.425267735851712,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.2.2.2.2.2.3.4.2.2.2.2.1.2",0.593433909865031,TRUE,FALSE,0
"2.2.2.1.2.2.2.2.3.2.2.2.2.2.3.4.2.2.2.2.1.2",0.633716563404166,TRUE,FALSE,0
"2.2.2.2.2.3.2.2.3.2.2.2.2.2.3.4.2.2.2.2.1.2",0.540559198596837,TRUE,FALSE,0
"2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.3.2",0.363789112507184,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.3.2",0.416995539998492,TRUE,FALSE,0
"2.2.2.2.2.3.2.2.3.2.2.2.2.1.3.4.2.2.2.2.1.2",0.558822952096294,TRUE,FALSE,0
"2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.1.2.2.1.2",0.348219999037868,TRUE,FALSE,0
"3.2.2.2.2.2.2.2.3.2.2.2.3.2.2.3.2.2.2.2.1.2",0.411374738901597,TRUE,FALSE,0
"2.2.2.2.2.2.2.2.3.3.2.2.2.2.3.4.2.2.2.2.1.2",0.462964333184456,TRUE,FALSE,0
"3.2.1.2.2.2.2.2.3.2.2.2.2.2.2.3.2.2.2.2.1.2",0.364191285132912,TRUE,FALSE,0
