"karyotype","count","fitness"
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.475082654795903
"2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.469527796008535
"2.2.2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",200,0.476704712872134
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",200,0.506507336880508
"2.2.2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.495507532613292
"2.2.2.3.2.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2.2",200,0.478399357609205
"2.3.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",200,0.552079050793492
"2.2.2.3.2.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2",200,0.531348383098704
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1.2.2.2",200,0.509941122855653
"2.2.2.3.2.2.2.2.2.3.1.2.3.2.2.2.2.2.2.2.2.2",200,0.552823627534376
"2.2.2.2.2.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2",200,0.528133986924406
"2.2.2.3.2.2.2.2.3.2.1.2.2.3.2.2.2.2.2.2.2.2",200,0.456076942991453
"2.3.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.511675990394693
"2.2.2.3.2.2.2.2.2.3.1.2.3.2.2.2.2.2.2.3.2.2",200,0.573120682466904
"2.2.2.4.2.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2",200,0.516916446103425
"2.3.2.3.2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2",200,0.544266809147251
"2.3.2.3.2.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2",200,0.531821855375399
"2.2.2.4.2.2.2.2.2.2.1.2.3.2.2.2.2.2.3.2.2.2",200,0.509108834680374
"2.3.2.3.2.2.2.2.2.2.1.2.2.3.1.2.2.2.2.2.2.2",200,0.508289545814666
"3.2.2.3.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.511831978945633
"3.2.2.3.2.2.2.2.2.3.1.2.3.2.2.2.2.2.2.2.2.2",200,0.572128899513084
"2.2.2.4.2.2.2.2.2.2.1.2.3.2.2.2.2.2.3.3.2.2",200,0.533420851643032
"2.2.2.3.2.2.2.2.2.3.1.2.3.2.2.2.2.2.2.4.2.2",200,0.577016242216313
"2.2.2.2.2.2.2.2.2.2.1.2.3.2.2.2.2.3.2.2.2.2",200,0.552282856479703
"2.2.2.3.2.2.3.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.490117554261164
"1.2.2.3.2.2.3.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.44442024085501
"2.2.2.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.469400173397566
"1.2.2.3.2.3.3.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.425576344373001
"2.2.2.3.3.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2",200,0.422107021668088
"1.2.2.3.3.3.3.2.2.3.2.2.2.2.2.2.2.2.2.2.2.3",200,0.374744196912722
"2.3.2.3.2.2.2.2.2.2.1.2.2.2.1.2.2.2.3.2.2.2",200,0.513095187396457
"2.3.2.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.3.2.2",200,0.578591270774752
"3.2.2.3.2.2.2.2.2.3.2.3.2.2.2.2.2.2.2.2.2.3",200,0.545828487650552
"2.2.2.3.2.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2",200,0.499781328890895
"2.3.2.2.2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2",200,0.540212521274902
"2.2.2.4.2.2.2.2.2.2.1.2.3.2.2.2.2.2.3.3.3.2",200,0.561608119825521
"2.2.2.3.2.2.2.2.2.4.1.2.3.2.2.2.2.2.2.2.2.2",200,0.55654133493195
"2.2.2.3.2.2.2.2.2.3.1.2.3.2.3.2.2.2.2.3.2.2",200,0.579674123276931
"2.3.2.3.2.2.2.2.2.2.1.2.2.3.2.2.1.2.2.2.2.2",200,0.516826766163767
"2.2.2.3.2.2.2.2.2.2.1.2.4.2.2.2.2.2.2.2.2.2",200,0.540797482822003
"2.2.2.4.2.2.1.2.2.2.1.2.3.2.2.2.2.2.3.3.3.2",200,0.540865196767435
"2.2.2.3.2.2.2.2.2.3.1.3.3.2.2.2.2.2.2.3.2.2",200,0.651579919925901
"2.2.2.4.2.2.1.2.2.3.1.2.3.2.2.2.2.2.3.3.3.2",200,0.568003967639537
"2.1.2.3.2.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2",200,0.445756960629584
"2.2.2.3.2.2.2.2.2.2.1.3.2.3.2.2.2.2.2.2.2.2",200,0.544563119770531
"2.3.2.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2",200,0.528744193867778
"2.2.2.3.2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2",200,0.530785866211202
"2.2.2.3.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2",200,0.505997688379535
"2.3.2.3.2.2.2.2.3.2.1.2.2.3.2.2.2.2.2.2.2.2",200,0.502595378133739
"2.2.2.3.2.2.2.3.3.2.1.2.2.3.2.2.2.2.2.2.2.2",200,0.539314112453035
