"karyotype","count","fitness","weighted_ploidy"
"0.3.3.0.4.3.0.4.1.2.1.5.7.4.0.3.4.0.1.6.3.3",200,0.190940443232532,2.40649731628212
"0.3.3.0.5.1.0.4.1.2.2.5.6.5.0.4.4.0.1.6.3.3",200,0.346071301125789,2.42668188229223
"0.2.3.0.4.2.1.4.1.2.2.5.6.4.0.4.4.0.1.6.3.4",200,0.15560143106168,2.37457579300718
"0.2.3.0.3.2.2.3.1.3.2.5.6.5.0.4.4.1.2.6.3.3",200,0.168615775760009,2.43081320706167
"0.2.3.0.2.2.2.1.1.3.2.5.7.5.0.5.4.2.2.6.3.2",200,0.31389482773892,2.34818436697857
"0.2.4.0.1.2.3.1.0.3.2.5.8.5.0.5.3.2.2.6.2.2",200,0.228225843021311,2.35587321856033
"0.1.4.0.2.2.3.1.0.2.2.5.8.5.1.5.2.2.2.7.1.2",200,0.267537102684414,2.30092202678145
"0.1.4.0.2.2.5.1.0.1.1.5.7.4.1.4.2.0.5.7.0.3",200,0.233685756415984,2.21649642764954
"0.1.3.1.2.1.5.0.1.2.1.5.7.4.2.3.3.0.5.6.0.3",200,0.0770017889496804,2.209064305671
"2.1.3.2.1.1.6.0.1.3.1.5.7.4.2.2.2.0.5.6.1.3",200,0.250795501092596,2.44309782768873
"2.0.4.1.0.2.5.1.1.4.1.5.8.4.2.2.3.0.4.6.1.3",200,0.274932781114898,2.44788023663523
"3.0.4.1.0.2.6.0.0.4.2.4.8.4.2.2.3.0.4.6.0.2",200,0.255761225082431,2.45798524137268
"3.1.3.4.0.1.5.0.0.3.1.3.7.3.2.1.3.0.4.7.1.3",200,0.229349566541055,2.3649267017675
"3.2.3.4.1.0.5.0.0.3.0.3.7.3.2.1.4.0.5.6.1.2",200,0.317777547168715,2.4151707130818
"3.1.4.5.3.0.5.0.1.3.0.2.6.3.1.2.5.0.5.7.0.2",200,0.269734161166224,2.58542695825397
"2.1.4.5.3.0.4.0.1.3.0.2.6.3.2.1.4.0.5.6.1.1",200,0.132125343613935,2.39465848741905
"3.1.4.5.4.0.4.0.0.3.1.2.5.3.3.2.2.1.5.6.2.1",200,0.054426317039803,2.55664802879364
"3.1.4.2.1.0.4.0.0.3.3.3.5.5.2.1.2.1.5.6.3.1",200,0.333772306214222,2.33287701542998
"4.0.4.2.1.0.3.0.0.5.1.3.5.5.2.0.3.0.5.5.2.2",200,0.0157721030721724,2.22750268825771
"4.0.4.2.0.0.3.1.0.5.2.3.5.5.2.0.4.0.4.5.2.3",200,0.214647287433912,2.28807493166955
"5.1.3.2.1.0.2.1.0.4.3.3.5.3.2.1.4.0.4.6.3.3",200,0.114828144432379,2.39372389730512
"5.2.3.2.0.1.2.1.0.4.4.3.7.2.2.2.3.0.4.6.3.3",200,0.163205725477094,2.56600683670873
"5.1.3.1.0.3.2.1.0.4.3.1.6.2.2.1.3.0.4.6.3.3",200,0.150377100083869,2.32352486455484
"5.1.3.3.0.3.2.1.0.4.2.1.5.1.2.2.2.0.4.7.2.3",200,0.157685648862489,2.34048121383916
"4.1.3.4.0.4.0.1.0.4.2.1.5.1.1.1.3.0.4.7.2.3",200,0.203225604174568,2.23067260171002
"5.1.1.3.2.3.1.1.1.4.1.0.5.1.1.0.3.0.4.7.2.4",200,0.103711877243291,2.17650921125321
"5.1.2.5.2.3.0.2.1.3.2.1.5.2.1.0.4.1.4.7.2.5",200,0.1547746003038,2.53149154611126
"4.0.3.5.2.3.1.2.2.3.3.1.5.2.1.0.4.3.4.7.3.4",200,0.337723505434252,2.63466053671188
"4.1.2.4.3.3.0.2.2.2.3.2.6.2.0.0.3.5.3.7.3.4",200,0.427911859914638,2.60217298521486
"4.2.0.4.3.4.1.2.2.2.4.2.5.2.0.0.4.5.1.7.4.4",200,0.277555097620155,2.67494124199632
"3.1.0.3.3.3.1.2.1.1.3.2.4.1.0.1.4.4.1.7.4.3",200,0.204240964301171,2.14565084393719
"3.1.0.3.4.3.0.1.1.1.3.1.4.1.1.3.3.4.2.7.4.4",200,0.437359919258939,2.16395513442097
"3.1.0.5.4.4.0.2.1.2.4.1.4.2.3.3.5.4.2.7.4.4",200,0.577869294712385,2.66579791118455
"3.1.0.5.4.4.1.1.1.1.3.1.4.2.3.2.5.3.3.7.4.4",200,0.324531328062646,2.53822555402459
"3.1.0.5.4.4.1.2.2.2.4.2.3.1.3.1.5.3.4.6.5.4",200,0.26671295315548,2.68251408529167
"3.2.0.5.5.5.0.2.2.2.3.2.2.1.5.0.5.3.3.5.4.4",200,0.211075681978824,2.72759688264262
"3.2.1.5.4.5.1.2.2.2.3.1.2.1.3.0.5.2.4.5.2.5",200,0.265174410425509,2.64915811338482
"1.1.1.4.5.5.1.3.2.2.3.1.2.1.4.1.5.2.3.5.2.4",200,0.509084205399619,2.46802757170853
"1.0.1.3.4.5.1.3.3.3.2.1.2.0.3.1.4.2.2.5.2.5",200,0.257346648168593,2.19779038537845
"1.1.1.3.3.4.3.3.3.3.3.0.2.0.3.1.4.2.1.5.3.5",200,0.484618399662689,2.26681466779411
"1.2.1.2.2.4.0.2.2.4.4.1.2.1.4.1.4.3.0.5.3.5",200,0.559031922708657,2.17701275776925
"1.2.0.2.2.5.1.1.1.3.4.1.4.2.3.1.4.4.0.4.2.5",200,0.336784247121197,2.14832614269482
"0.2.0.2.2.5.3.1.1.3.4.0.5.1.1.1.4.5.0.4.2.5",200,0.199149752818372,2.08577721302507
"0.2.0.3.2.4.3.1.1.3.4.0.5.1.2.2.4.5.0.4.2.4",200,0.138932311492238,2.14174923278528
"3.3.1.2.2.5.4.1.1.4.4.1.5.1.2.1.5.5.0.3.3.4",200,0.347843687402345,2.68768055907833
