"karyotype","count","fitness","weighted_ploidy"
"1.2.2.1.2.2.4.0.2.4.4.4.5.1.4.3.4.3.3.5.2.2",200,0.0326664410503714,2.49487649488625
"1.2.1.2.2.2.4.0.1.4.4.3.4.2.5.3.5.3.3.5.2.2",200,0.244128526322561,2.4594598145051
"2.2.2.1.2.1.4.0.1.4.2.2.5.5.4.3.5.2.3.4.1.5",200,0.377161063296309,2.45153465557018
"1.3.2.0.2.2.1.1.1.4.2.2.5.4.4.3.5.2.5.5.1.5",200,0.294201085185262,2.35260077020578
"1.3.2.0.3.1.1.3.0.3.0.2.6.4.4.3.4.2.5.6.1.5",200,0.436784828833656,2.30188609201022
"2.3.2.1.5.1.1.3.0.2.0.2.5.3.4.2.5.1.4.6.2.4",200,0.598011610577587,2.40514229369511
"2.3.1.0.5.0.1.2.2.3.1.2.5.3.4.0.4.1.5.6.2.3",200,0.431689984674714,2.26082368000917
"2.2.0.1.5.0.2.2.1.3.3.2.7.3.5.1.4.1.4.5.2.2",200,0.545378117574249,2.36100724645112
"1.2.0.1.5.0.2.2.1.3.3.2.5.4.5.0.5.2.4.5.1.2",200,0.629216899445836,2.24133462736998
"1.3.0.1.5.0.4.1.1.3.4.2.4.4.5.0.4.3.5.5.1.2",200,0.443899133852275,2.4125354386508
"1.2.0.0.5.2.4.1.1.4.3.3.5.5.4.0.5.4.5.5.1.2",200,0.406903504448334,2.52531366277308
"0.2.0.0.3.1.5.2.1.2.3.2.5.5.4.1.5.4.3.5.0.1",200,0.438087395813759,2.17621826462463
"2.2.1.2.3.0.5.2.1.2.4.0.4.5.5.1.5.5.3.7.0.0",200,0.323429980036459,2.49637028644328
"2.2.2.3.2.0.5.3.2.2.5.0.4.5.5.2.4.5.3.7.0.2",200,0.195390790460092,2.75178221036086
"2.0.2.2.3.1.5.3.1.3.4.0.4.5.5.2.4.3.4.6.0.4",200,0.37199314071589,2.56852057624754
"2.0.3.2.3.1.5.4.1.3.4.0.4.3.5.2.3.3.4.6.0.4",200,0.205074710020098,2.58455163489127
"3.1.3.0.4.3.6.3.1.3.4.0.4.3.4.0.3.3.5.5.1.3",200,0.309428884098414,2.70819521465283
"3.2.3.0.4.3.6.2.1.3.4.0.4.2.4.1.3.3.5.3.2.5",200,0.31812035024617,2.74291105888326
"2.2.4.0.4.3.7.2.0.3.5.0.5.2.4.1.2.2.5.3.1.5",200,0.386268319737698,2.74618084289139
"1.2.4.1.4.1.6.1.0.3.5.1.5.2.4.1.2.2.5.3.0.5",200,0.390218024071807,2.53112944091165
"1.2.5.1.4.0.7.1.2.3.5.1.4.3.4.1.2.2.3.1.0.5",200,0.3722121647733,2.60423577125327
"1.3.6.1.3.0.5.3.1.3.4.1.4.3.4.2.2.2.4.3.1.4",200,0.323786053941263,2.68451072910423
"0.4.6.0.3.0.5.3.0.3.4.1.4.3.4.1.1.2.4.4.1.4",200,0.242484492724338,2.52989384260924
"0.3.5.0.3.2.5.4.0.3.5.2.3.3.3.1.4.3.4.3.1.4",200,0.425653836981948,2.65649181419807
