"karyotype","count","fitness","is_peak"
"2.2.2.2.1.2.2.3.2.2.2.2.2.2.2.2.2.2.1.2.2.3",1,0.653371906169967,TRUE
"2.2.2.2.2.2.3.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2",224,0.574362062893129,FALSE
"2.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.1.1.2.2.2",214,0.473480900746135,FALSE
"2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",222,0.546676760766098,FALSE
"2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.1.1.1.2.2",221,0.509424949614877,FALSE
"2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.3",2,0.444153613820206,FALSE
"3.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.1.2.1.2.2",1,0.5814940625363,FALSE
"2.2.2.2.2.2.2.3.1.2.2.2.2.2.2.2.2.1.2.1.2.2",2,0.558726875458035,FALSE
"2.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.1.1.1.2.2.2",1,0.474314883621787,FALSE
"2.2.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.1.1.2.2.2",1,0.578345579285562,FALSE
"1.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.1.2.1.2.2",1,0.572706863268632,FALSE
"2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.4.1.1.2.1.2",1,0.443246573662526,FALSE
"2.2.2.1.2.2.3.2.2.2.1.2.2.2.3.2.2.1.2.2.2.2",1,0.555384799685389,FALSE
"2.2.2.2.3.2.3.2.1.2.2.2.2.2.2.2.3.1.1.2.2.2",1,0.45674205237826,FALSE
"2.2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.1.1.1.2.2.2",1,0.392601482422176,FALSE
"2.2.2.2.2.2.2.3.2.2.3.2.2.2.2.2.2.1.2.2.2.2",1,0.551968672811411,FALSE
"2.2.2.1.2.2.3.2.2.2.3.2.2.2.3.2.2.1.2.2.2.2",1,0.543619159142891,FALSE
"2.2.2.2.3.2.1.2.1.2.2.2.2.2.2.2.3.1.1.2.2.2",1,0.341458019335636,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.2",226,0.496421442050741,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2",215,0.526317421940442,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.2.2.2",223,0.482014967431138,FALSE
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.3",237,0.561247094036123,FALSE
"2.2.2.2.1.2.2.2.2.2.2.2.2.1.1.1.2.1.1.2.2.2",1,0.412800535315855,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.1",216,0.440919873104147,FALSE
"2.2.2.2.2.3.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.2",227,0.520256546854549,FALSE
"2.2.2.2.2.2.2.3.3.2.2.2.2.2.2.2.2.1.2.1.2.2",2,0.606893018442272,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.1.2.2",220,0.497646781153703,FALSE
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.2.1.2.1.2.2",222,0.589010771304045,FALSE
"2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.1.1.2.2.3",226,0.513576051385197,FALSE
"2.2.1.1.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.2",215,0.50004957941371,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2",212,0.490973094597189,FALSE
"2.2.2.2.2.2.2.3.2.2.2.2.2.2.2.2.3.1.2.2.2.2",225,0.570316257849113,FALSE
"2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2.1.1.2.2.3",218,0.490121488424844,FALSE
"2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",211,0.524421734336012,FALSE
"2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2.2.1.1.2.2.2",213,0.445044142988804,FALSE
"2.2.2.1.2.2.3.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2",226,0.558159930932236,FALSE
"2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2.2.1.1.2.2.2",230,0.495083527693151,FALSE
"2.2.2.2.1.2.2.2.2.2.2.2.2.1.1.3.2.1.1.2.2.2",1,0.430524298077098,FALSE
"2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2",216,0.546006784619016,FALSE
"2.2.2.2.2.2.2.2.2.2.3.3.2.1.2.2.2.1.1.1.2.2",224,0.492547225023196,FALSE
"2.2.1.2.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.1.2.2",226,0.521944201475714,FALSE
"2.2.2.2.2.2.2.2.2.2.1.2.2.1.2.2.1.1.1.2.2.2",1,0.501504459823853,FALSE
"2.2.2.2.2.2.2.2.2.2.3.3.2.1.2.2.2.1.1.2.2.2",215,0.485438671592075,FALSE
"2.2.2.2.2.2.2.3.2.2.2.2.2.1.2.2.1.1.1.1.2.2",216,0.585541962875414,FALSE
"2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.1.2.2.2",221,0.452015972453394,FALSE
"1.2.2.2.2.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.2",215,0.51545566372113,FALSE
"2.2.2.2.3.2.2.2.1.2.2.2.2.2.2.2.3.1.1.2.2.2",215,0.406500105622021,FALSE
"3.2.2.1.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.2",214,0.496462106526913,FALSE
"2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.1.2.1.1.2.2.2",210,0.428480603878536,FALSE
"2.2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.1.1.2.2.2",1,0.447391976789626,FALSE
"2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1.1.2.2.3",213,0.47241119856481,FALSE
"2.2.2.1.2.2.2.2.2.2.2.2.2.1.2.2.1.1.1.2.2.2",216,0.483027588871067,FALSE
"1.2.2.2.2.2.2.2.2.2.3.2.2.1.2.2.2.1.1.2.2.2",211,0.443369681436798,FALSE
"2.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.1.1.2.2.2",220,0.434370861953354,FALSE
"2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.1.1.2.2.2",220,0.385022762828094,FALSE
"2.2.2.1.2.2.3.2.2.2.2.2.2.2.3.2.1.1.2.2.2.2",225,0.559600395469324,FALSE
"2.2.1.2.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2",221,0.566239195649594,FALSE
"2.2.2.2.2.2.2.3.2.2.1.2.2.2.2.2.2.1.2.2.2.2",1,0.583661359383308,FALSE
"2.2.2.2.3.2.2.2.2.2.2.2.2.2.2.2.2.1.2.2.2.2",219,0.477336286624491,FALSE
