"karyotype","count","fitness","is_peak"
"0.2.0.2.5.4.2.3.0.5.5.4.6.5.0.4.3.0.4.4.0.3",201,0.412256600788954,FALSE
"0.2.5.0.5.1.3.7.1.2.5.5.4.3.0.0.1.0.0.7.4.2",198,0.446146005418362,FALSE
"1.0.2.1.4.4.3.6.0.5.6.3.4.4.0.4.1.0.5.3.0.1",1,0.272215838120099,FALSE
"0.2.5.0.5.2.4.6.1.2.4.5.4.2.1.0.3.1.0.6.5.2",2,0.253062490482168,FALSE
"1.2.4.1.4.1.4.7.3.1.4.2.5.1.0.0.1.2.0.6.3.4",1,0.307479828923409,FALSE
"0.2.4.0.5.4.4.8.1.2.5.3.4.3.0.3.1.0.1.7.4.1",1,0.202767403075253,FALSE
"0.0.0.5.5.3.0.2.0.4.3.5.5.5.3.3.3.2.3.4.0.4",1,0.269230078951867,FALSE
"1.2.4.0.5.1.2.7.2.2.8.2.5.2.0.2.2.0.0.5.1.5",202,0.337697830011582,FALSE
"1.2.2.0.5.0.3.7.3.2.7.2.5.0.0.2.2.0.1.5.2.5",202,0.323401777635506,FALSE
"0.4.4.2.4.1.0.7.1.3.5.4.3.0.0.4.2.4.0.7.3.5",200,0.045698347586379,FALSE
"0.0.0.5.5.3.0.2.0.5.3.5.5.5.2.3.2.2.3.4.0.4",1,0.0884695924553397,FALSE
"0.0.1.0.3.4.4.5.0.3.6.4.5.3.0.2.4.0.4.7.0.3",1,0.528016235088634,FALSE
"0.0.0.5.5.3.0.2.0.5.3.5.5.5.3.3.3.2.3.4.0.4",196,0.33447775326782,FALSE
"1.3.4.1.5.1.4.7.3.1.4.3.4.2.1.0.2.2.0.7.3.3",1,0.18575376300314,FALSE
"0.3.4.0.5.1.4.6.2.2.4.3.4.3.1.0.3.2.0.6.4.4",201,0.0606841675762387,FALSE
"1.2.4.0.4.1.4.7.3.1.5.2.5.1.0.0.1.2.0.6.3.4",1,0.336767220297416,FALSE
"0.0.1.0.3.4.4.5.0.3.6.4.5.3.0.3.4.0.4.7.0.3",204,0.493983462066664,FALSE
"0.2.2.1.4.0.2.7.3.2.6.3.5.0.1.1.2.0.1.6.2.5",1,0.281156194875938,FALSE
"1.0.2.1.4.4.3.6.0.5.7.3.4.4.0.3.1.0.5.3.0.1",1,0.189024186117065,FALSE
"0.1.2.0.3.4.3.5.0.5.3.4.7.5.0.2.4.0.3.6.0.3",1,0.429638705530801,FALSE
"0.2.5.0.5.2.4.7.1.2.4.5.4.2.1.0.3.1.0.6.5.2",200,0.209502638634269,FALSE
"0.2.0.3.4.4.1.4.0.5.4.3.6.5.2.4.3.1.4.3.0.2",1,0.619599149649408,FALSE
"0.1.2.0.5.4.4.5.0.4.5.4.7.4.0.3.3.0.4.7.0.3",1,0.71749585021399,FALSE
"0.2.3.0.5.0.3.9.4.2.6.2.5.1.0.1.2.2.1.6.3.4",1,0.204935384847265,FALSE
"1.2.4.1.4.1.4.7.3.0.5.2.5.1.0.0.1.2.0.6.3.4",2,0.242307831436415,FALSE
"0.1.2.0.5.4.3.5.0.4.5.4.7.4.0.3.3.0.4.6.0.4",1,0.683441398118847,FALSE
"1.3.2.1.5.1.0.6.3.0.6.3.1.2.0.2.1.4.1.6.4.4",204,0.363878406062171,FALSE
"1.1.2.0.5.4.3.6.0.4.5.3.5.4.0.3.1.1.3.4.2.1",199,0.521160470860081,FALSE
"0.1.2.0.3.3.3.6.0.5.4.4.6.4.0.2.5.0.5.6.0.3",1,0.599457445681036,FALSE
"0.2.4.0.5.4.4.7.1.2.5.3.4.3.0.3.1.0.1.7.4.1",200,0.296351426222347,FALSE
"0.1.1.1.4.4.2.4.0.5.4.4.6.5.0.2.5.0.4.5.0.2",1,0.455342890624004,FALSE
"2.0.2.0.3.4.2.6.1.4.5.4.6.3.1.3.3.0.5.4.0.1",201,0.166449339926119,FALSE
"2.0.2.0.4.3.4.6.1.5.5.4.5.4.0.3.0.0.0.5.2.1",201,0.27016984332998,FALSE
